breed_group,primary_breed,bite_code,bite_severity,gender
POMERANIAN,POMERANIAN,1,SNGLB,M
POMERANIAN,POMERANIAN,1,SNGLB,M
POMERANIAN,POMERANIAN,1,SNGLB,S
POMERANIAN,POMERANIAN,1,SNGLB,U
POMERANIAN,POMERANIAN,1,SNGLB,U
POMERANIAN,POMERANIAN,1,SNGLB,N
POMERANIAN,POMERANIAN,1,SNGLB,M
POMERANIAN,POMERANIAN,1,SNGLB,S
POODLE MIN,POODLE MIN,0,SNGLNIP,F
POODLE MIN,POODLE MIN,0,SNGLNIP,F
POODLE MIN,POODLE MIN,0,SNGLNIP,M
POODLE MIN,POODLE MIN,0,SNGLNIP,N
POODLE MIN,POODLE MIN,0,SNGLNIP,N
POODLE MIN,POODLE MIN,0,SNGLNIP,U
POODLE MIN,POODLE MIN,0,SNGLNIP,U
POODLE MIN,POODLE MIN,0,SNGLNIP,U
POODLE MIN,POODLE MIN,0,SNGLNIP,U
POODLE MIN,POODLE MIN,0,SNGLNIP,U
POODLE MIN,POODLE MIN,0,SNGLNIP,N
POODLE MIN,POODLE MIN,0,SNGLNIP,F
POODLE MIN,POODLE MIN,0,SNGLNIP,F
POODLE MIN,POODLE MIN,0,SNGLNIP,M
POODLE MIN,POODLE MIN,0,SNGLNIP,N
POODLE MIN,POODLE MIN,0,SNGLNIP,U
POODLE MIN,POODLE MIN,0,SNGLNIP,M
POODLE MIN,POODLE MIN,1,SNGLB,F
POODLE MIN,POODLE MIN,1,SNGLB,F
POODLE MIN,POODLE MIN,1,SNGLB,F
POODLE MIN,POODLE MIN,1,SNGLB,N
POODLE MIN,POODLE MIN,1,SNGLB,N
POODLE MIN,POODLE MIN,1,SNGLB,N
POODLE MIN,POODLE MIN,1,SNGLB,N
POODLE MIN,POODLE MIN,1,SNGLB,U
POODLE MIN,POODLE MIN,1,SNGLB,M
POODLE MIN,POODLE MIN,1,SNGLB,M
POODLE MIN,POODLE MIN,1,SNGLB,M
POODLE MIN,POODLE MIN,1,SNGLB,N
POODLE MIN,POODLE MIN,1,SNGLB,N
POODLE MIN,POODLE MIN,1,SNGLB,N
POODLE MIN,POODLE MIN,1,SNGLB,N
POODLE MIN,POODLE MIN,1,SNGLB,N
POODLE MIN,POODLE MIN,1,SNGLB,S
POODLE MIN,POODLE MIN,1,SNGLB,U
POODLE MIN,POODLE MIN,1,SNGLB,U
POODLE MIN,POODLE MIN,2,PROLONGB,N
POODLE MIN,POODLE MIN,2,PROLONGB,U
POODLE MIN,POODLE MIN,2,PROLONGB,S
POODLE MIN,POODLE MIN,2,PROLONGB,U
POODLE MIN,POODLE MIN,4,MAULING,M
POODLE MIN,POODLE MIN,9,UNKNOWN,N
POODLE STND,POODLE STND,0,SNGLNIP,N
POODLE STND,POODLE STND,0,SNGLNIP,S
POODLE STND,POODLE STND,0,SNGLNIP,U
POODLE STND,POODLE STND,0,SNGLNIP,U
POODLE STND,POODLE STND,0,SNGLNIP,U
POODLE STND,POODLE STND,1,SNGLB,M
POODLE STND,POODLE STND,1,SNGLB,N
POODLE STND,POODLE STND,1,SNGLB,N
POODLE STND,POODLE STND,1,SNGLB,S
POODLE STND,POODLE STND,1,SNGLB,U
POODLE STND,POODLE STND,1,SNGLB,M
POODLE STND,POODLE STND,1,SNGLB,U
POODLE STND,POODLE STND,1,SNGLB,U
POODLE STND,POODLE STND,9,UNKNOWN,U
POODLE TOY,POODLE TOY,0,SNGLNIP,M
POODLE TOY,POODLE TOY,0,SNGLNIP,M
POODLE TOY,POODLE TOY,0,SNGLNIP,U
POODLE TOY,POODLE TOY,1,SNGLB,N
POODLE TOY,POODLE TOY,1,SNGLB,N
POODLE TOY,POODLE TOY,1,SNGLB,N
POODLE TOY,POODLE TOY,1,SNGLB,N
POODLE TOY,POODLE TOY,1,SNGLB,U
POODLE TOY,POODLE TOY,9,UNKNOWN,F
PORT WATER DOG,PORT WATER DOG,0,SNGLNIP,N
PORT WATER DOG,PORT WATER DOG,2,PROLONGB,M
PORT WATER DOG,PORT WATER DOG,3,MULTIB,U
PRESA CANARIO,PRESA CANARIO,3,MULTIB,F
PRESA CANARIO,PRESA CANARIO,9,UNKNOWN,S
PUG,PUG,0,SNGLNIP,U
PUG,PUG,0,SNGLNIP,U
PUG,PUG,0,SNGLNIP,F
PUG,PUG,0,SNGLNIP,N
PUG,PUG,1,SNGLB,F
PUG,PUG,1,SNGLB,M
PUG,PUG,1,SNGLB,M
PUG,PUG,1,SNGLB,N
PUG,PUG,1,SNGLB,S
PUG,PUG,9,UNKNOWN,S
PUG,PUG,9,UNKNOWN,N
PULI,PULI,2,PROLONGB,M
RAT TERRIER,RAT TERRIER,0,SNGLNIP,F
RAT TERRIER,RAT TERRIER,0,SNGLNIP,M
RAT TERRIER,RAT TERRIER,0,SNGLNIP,U
RAT TERRIER,RAT TERRIER,0,SNGLNIP,U
RAT TERRIER,RAT TERRIER,0,SNGLNIP,F
RAT TERRIER,RAT TERRIER,0,SNGLNIP,F
RAT TERRIER,RAT TERRIER,0,SNGLNIP,M
RAT TERRIER,RAT TERRIER,1,SNGLB,F
RAT TERRIER,RAT TERRIER,1,SNGLB,N
RAT TERRIER,RAT TERRIER,1,SNGLB,M
RAT TERRIER,RAT TERRIER,3,MULTIB,F
RAT TERRIER,RAT TERRIER,9,UNKNOWN,U
REDBONE HOUND,REDBONE HOUND,1,SNGLB,N
RHOD RIDGEBACK,RHOD RIDGEBACK,0,SNGLNIP,N
RHOD RIDGEBACK,RHOD RIDGEBACK,0,SNGLNIP,U
RHOD RIDGEBACK,RHOD RIDGEBACK,0,SNGLNIP,S
RHOD RIDGEBACK,RHOD RIDGEBACK,0,SNGLNIP,M
RHOD RIDGEBACK,RHOD RIDGEBACK,1,SNGLB,F
RHOD RIDGEBACK,RHOD RIDGEBACK,1,SNGLB,M
RHOD RIDGEBACK,RHOD RIDGEBACK,1,SNGLB,N
RHOD RIDGEBACK,RHOD RIDGEBACK,1,SNGLB,U
RHOD RIDGEBACK,RHOD RIDGEBACK,1,SNGLB,U
RHOD RIDGEBACK,RHOD RIDGEBACK,1,SNGLB,U
RHOD RIDGEBACK,RHOD RIDGEBACK,1,SNGLB,N
RHOD RIDGEBACK,RHOD RIDGEBACK,1,SNGLB,F
RHOD RIDGEBACK,RHOD RIDGEBACK,1,SNGLB,M
RHOD RIDGEBACK,RHOD RIDGEBACK,1,SNGLB,N
RHOD RIDGEBACK,RHOD RIDGEBACK,1,SNGLB,N
RHOD RIDGEBACK,RHOD RIDGEBACK,1,SNGLB,S
RHOD RIDGEBACK,RHOD RIDGEBACK,2,PROLONGB,M
RHOD RIDGEBACK,RHOD RIDGEBACK,2,PROLONGB,N
RHOD RIDGEBACK,RHOD RIDGEBACK,3,MULTIB,S
RHOD RIDGEBACK,RHOD RIDGEBACK,3,MULTIB,U
RHOD RIDGEBACK,RHOD RIDGEBACK,4,MAULING,S
RHOD RIDGEBACK,RHOD RIDGEBACK,9,UNKNOWN,N
RHOD RIDGEBACK,RHOD RIDGEBACK,9,UNKNOWN,M
ROTTWEILER,ROTTWEILER,0,SNGLNIP,F
ROTTWEILER,ROTTWEILER,0,SNGLNIP,M
ROTTWEILER,ROTTWEILER,0,SNGLNIP,M
ROTTWEILER,ROTTWEILER,0,SNGLNIP,M
ROTTWEILER,ROTTWEILER,0,SNGLNIP,N
ROTTWEILER,ROTTWEILER,0,SNGLNIP,U
ROTTWEILER,ROTTWEILER,0,SNGLNIP,U
ROTTWEILER,ROTTWEILER,0,SNGLNIP,U
ROTTWEILER,ROTTWEILER,0,SNGLNIP,U
ROTTWEILER,ROTTWEILER,0,SNGLNIP,M
ROTTWEILER,ROTTWEILER,0,SNGLNIP,N
ROTTWEILER,ROTTWEILER,0,SNGLNIP,U
ROTTWEILER,ROTTWEILER,1,SNGLB,F
ROTTWEILER,ROTTWEILER,1,SNGLB,F
ROTTWEILER,ROTTWEILER,1,SNGLB,F
ROTTWEILER,ROTTWEILER,1,SNGLB,F
ROTTWEILER,ROTTWEILER,1,SNGLB,M
ROTTWEILER,ROTTWEILER,1,SNGLB,M
ROTTWEILER,ROTTWEILER,1,SNGLB,N
ROTTWEILER,ROTTWEILER,1,SNGLB,N
ROTTWEILER,ROTTWEILER,1,SNGLB,S
ROTTWEILER,ROTTWEILER,1,SNGLB,S
ROTTWEILER,ROTTWEILER,1,SNGLB,U
ROTTWEILER,ROTTWEILER,1,SNGLB,U
ROTTWEILER,ROTTWEILER,1,SNGLB,U
ROTTWEILER,ROTTWEILER,1,SNGLB,F
ROTTWEILER,ROTTWEILER,1,SNGLB,M
ROTTWEILER,ROTTWEILER,1,SNGLB,N
ROTTWEILER,ROTTWEILER,1,SNGLB,S
ROTTWEILER,ROTTWEILER,2,PROLONGB,F
ROTTWEILER,ROTTWEILER,2,PROLONGB,M
ROTTWEILER,ROTTWEILER,2,PROLONGB,M
ROTTWEILER,ROTTWEILER,2,PROLONGB,M
ROTTWEILER,ROTTWEILER,2,PROLONGB,N
ROTTWEILER,ROTTWEILER,2,PROLONGB,S
ROTTWEILER,ROTTWEILER,2,PROLONGB,F
ROTTWEILER,ROTTWEILER,3,MULTIB,F
ROTTWEILER,ROTTWEILER,3,MULTIB,N
ROTTWEILER,ROTTWEILER,3,MULTIB,S
ROTTWEILER,ROTTWEILER,3,MULTIB,U
ROTTWEILER,ROTTWEILER,9,UNKNOWN,U
ROTTWEILER,ROTTWEILER,9,UNKNOWN,S
ROTTWEILER,ROTTWEILER,9,UNKNOWN,U
SALUKI,SALUKI,0,SNGLNIP,N
SAMOYED,SAMOYED,0,SNGLNIP,F
SAMOYED,SAMOYED,1,SNGLB,M
SAMOYED,SAMOYED,3,MULTIB,N
SC WHEAT TERR,SC WHEAT TERR,1,SNGLB,N
SC WHEAT TERR,SC WHEAT TERR,1,SNGLB,N
SC WHEAT TERR,SC WHEAT TERR,9,UNKNOWN,N
SC WHEAT TERR,SC WHEAT TERR,9,UNKNOWN,N
SCHNAUZER GIANT,SCHNAUZER GIANT,0,SNGLNIP,N
SCHNAUZER GIANT,SCHNAUZER GIANT,1,SNGLB,U
SCHNAUZER GIANT,SCHNAUZER GIANT,2,PROLONGB,N
SCHNAUZER MIN,SCHNAUZER MIN,0,SNGLNIP,F
SCHNAUZER MIN,SCHNAUZER MIN,0,SNGLNIP,F
SCHNAUZER MIN,SCHNAUZER MIN,0,SNGLNIP,N
SCHNAUZER MIN,SCHNAUZER MIN,0,SNGLNIP,M
SCHNAUZER MIN,SCHNAUZER MIN,0,SNGLNIP,U
SCHNAUZER MIN,SCHNAUZER MIN,0,SNGLNIP,S
SCHNAUZER MIN,SCHNAUZER MIN,1,SNGLB,F
SCHNAUZER MIN,SCHNAUZER MIN,1,SNGLB,N
SCHNAUZER MIN,SCHNAUZER MIN,1,SNGLB,S
SCHNAUZER MIN,SCHNAUZER MIN,1,SNGLB,F
SCHNAUZER MIN,SCHNAUZER MIN,1,SNGLB,N
SCHNAUZER MIN,SCHNAUZER MIN,1,SNGLB,N
SCHNAUZER MIN,SCHNAUZER MIN,3,MULTIB,N
SCHNAUZER STAND,SCHNAUZER STAND,0,SNGLNIP,U
SCOT TERRIER,SCOT TERRIER,1,SNGLB,S
SCOT TERRIER,SCOT TERRIER,1,SNGLB,S
SCOT TERRIER,SCOT TERRIER,9,UNKNOWN,S
SHETLD SHEEPDOG,SHETLD SHEEPDOG,1,SNGLB,N
SHETLD SHEEPDOG,SHETLD SHEEPDOG,1,SNGLB,N
SHETLD SHEEPDOG,SHETLD SHEEPDOG,1,SNGLB,N
SHETLD SHEEPDOG,SHETLD SHEEPDOG,2,PROLONGB,U
SHIBA INU,SHIBA INU,0,SNGLNIP,N
SHIBA INU,SHIBA INU,0,SNGLNIP,N
SHIBA INU,SHIBA INU,1,SNGLB,M
SHIBA INU,SHIBA INU,1,SNGLB,M
SHIBA INU,SHIBA INU,1,SNGLB,M
SHIBA INU,SHIBA INU,1,SNGLB,M
SHIBA INU,SHIBA INU,1,SNGLB,N
SHIBA INU,SHIBA INU,1,SNGLB,N
SHIBA INU,SHIBA INU,1,SNGLB,N
SHIBA INU,SHIBA INU,1,SNGLB,N
SHIBA INU,SHIBA INU,1,SNGLB,N
SHIBA INU,SHIBA INU,1,SNGLB,N
SHIBA INU,SHIBA INU,1,SNGLB,N
SHIBA INU,SHIBA INU,1,SNGLB,S
SHIBA INU,SHIBA INU,1,SNGLB,S
SHIBA INU,SHIBA INU,2,PROLONGB,F
SHIBA INU,SHIBA INU,9,UNKNOWN,M
SHIH TZU,SHIH TZU,0,SNGLNIP,M
SHIH TZU,SHIH TZU,0,SNGLNIP,N
SHIH TZU,SHIH TZU,0,SNGLNIP,N
SHIH TZU,SHIH TZU,0,SNGLNIP,S
SHIH TZU,SHIH TZU,0,SNGLNIP,U
SHIH TZU,SHIH TZU,0,SNGLNIP,U
SHIH TZU,SHIH TZU,0,SNGLNIP,U
SHIH TZU,SHIH TZU,0,SNGLNIP,U
SHIH TZU,SHIH TZU,0,SNGLNIP,U
SHIH TZU,SHIH TZU,0,SNGLNIP,N
SHIH TZU,SHIH TZU,0,SNGLNIP,N
SHIH TZU,SHIH TZU,0,SNGLNIP,N
SHIH TZU,SHIH TZU,0,SNGLNIP,S
SHIH TZU,SHIH TZU,0,SNGLNIP,S
SHIH TZU,SHIH TZU,1,SNGLB,M
SHIH TZU,SHIH TZU,1,SNGLB,N
SHIH TZU,SHIH TZU,1,SNGLB,N
SHIH TZU,SHIH TZU,1,SNGLB,S
SHIH TZU,SHIH TZU,1,SNGLB,S
SHIH TZU,SHIH TZU,1,SNGLB,N
SHIH TZU,SHIH TZU,1,SNGLB,N
SHIH TZU,SHIH TZU,1,SNGLB,N
SHIH TZU,SHIH TZU,1,SNGLB,U
SHIH TZU,SHIH TZU,1,SNGLB,N
SHIH TZU,SHIH TZU,2,PROLONGB,N
SHIH TZU,SHIH TZU,2,PROLONGB,N
SHIH TZU,SHIH TZU,2,PROLONGB,N
SHIH TZU,SHIH TZU,3,MULTIB,U
SHIH TZU,SHIH TZU,9,UNKNOWN,S
SHIH TZU,SHIH TZU,9,UNKNOWN,M
SIBERIAN HUSKY,SIBERIAN HUSKY,0,SNGLNIP,U
SIBERIAN HUSKY,SIBERIAN HUSKY,0,SNGLNIP,U
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,F
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,M
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,N
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,N
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,N
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,N
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,N
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,S
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,S
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,U
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,U
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,N
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,N
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,N
SIBERIAN HUSKY,SIBERIAN HUSKY,1,SNGLB,S
SIBERIAN HUSKY,SIBERIAN HUSKY,2,PROLONGB,N
SIBERIAN HUSKY,SIBERIAN HUSKY,2,PROLONGB,S
SIBERIAN HUSKY,SIBERIAN HUSKY,2,PROLONGB,U
SIBERIAN HUSKY,SIBERIAN HUSKY,3,MULTIB,N
SIBERIAN HUSKY,SIBERIAN HUSKY,3,MULTIB,S
SIBERIAN HUSKY,SIBERIAN HUSKY,3,MULTIB,U
SIBERIAN HUSKY,SIBERIAN HUSKY,4,MAULING,N
SIBERIAN HUSKY,SIBERIAN HUSKY,4,MAULING,N
SIBERIAN HUSKY,SIBERIAN HUSKY,9,UNKNOWN,M
SIBERIAN HUSKY,SIBERIAN HUSKY,9,UNKNOWN,N
SIBERIAN HUSKY,SIBERIAN HUSKY,9,UNKNOWN,N
SIBERIAN HUSKY,SIBERIAN HUSKY,9,UNKNOWN,U
SIBERIAN HUSKY,SIBERIAN HUSKY,9,UNKNOWN,S
SILKY TERRIER,SILKY TERRIER,0,SNGLNIP,F
SILKY TERRIER,SILKY TERRIER,1,SNGLB,N
ST BERNARD RGH,ST BERNARD RGH,1,SNGLB,N
ST BERNARD RGH,ST BERNARD RGH,4,MAULING,N
SWISS HOUND,SWISS HOUND,0,SNGLNIP,U
TERRIER,TERRIER,0,SNGLNIP,N
TIBETAN MASTIFF,TIBETAN MASTIFF,1,SNGLB,M
TIBETAN MASTIFF,TIBETAN MASTIFF,1,SNGLB,N
TIBETAN TERR,TIBETAN TERR,0,SNGLNIP,M
TIBETAN TERR,TIBETAN TERR,0,SNGLNIP,N
TIBETAN TERR,TIBETAN TERR,0,SNGLNIP,N
TIBETAN TERR,TIBETAN TERR,0,SNGLNIP,N
TIBETAN TERR,TIBETAN TERR,0,SNGLNIP,U
TIBETAN TERR,TIBETAN TERR,0,SNGLNIP,M
TIBETAN TERR,TIBETAN TERR,0,SNGLNIP,U
TIBETAN TERR,TIBETAN TERR,1,SNGLB,M
TIBETAN TERR,TIBETAN TERR,1,SNGLB,S
TIBETAN TERR,TIBETAN TERR,1,SNGLB,S
TIBETAN TERR,TIBETAN TERR,1,SNGLB,M
TIBETAN TERR,TIBETAN TERR,1,SNGLB,N
TIBETAN TERR,TIBETAN TERR,1,SNGLB,M
TIBETAN TERR,TIBETAN TERR,2,PROLONGB,M
TOY FOX TERRIER,TOY FOX TERRIER,0,SNGLNIP,U
TOY FOX TERRIER,TOY FOX TERRIER,1,SNGLB,F
TOY FOX TERRIER,TOY FOX TERRIER,1,SNGLB,N
TOY FOX TERRIER,TOY FOX TERRIER,1,SNGLB,U
TOY FOX TERRIER,TOY FOX TERRIER,1,SNGLB,U
TOY FOX TERRIER,TOY FOX TERRIER,1,SNGLB,U
TOY FOX TERRIER,TOY FOX TERRIER,9,UNKNOWN,U
TOY FOX TERRIER,TOY FOX TERRIER,9,UNKNOWN,U
TR WALKER HOUND,TR WALKER HOUND,0,SNGLNIP,N
TR WALKER HOUND,TR WALKER HOUND,0,SNGLNIP,N
VIZSLA,VIZSLA,0,SNGLNIP,N
VIZSLA,VIZSLA,1,SNGLB,M
VIZSLA,VIZSLA,1,SNGLB,N
VIZSLA,VIZSLA,1,SNGLB,N
VIZSLA,VIZSLA,1,SNGLB,S
VIZSLA,VIZSLA,9,UNKNOWN,N
VIZSLA,VIZSLA,9,UNKNOWN,U
WEIMARANER,WEIMARANER,0,SNGLNIP,S
WEIMARANER,WEIMARANER,0,SNGLNIP,S
WEIMARANER,WEIMARANER,1,SNGLB,F
WEIMARANER,WEIMARANER,1,SNGLB,F
WEIMARANER,WEIMARANER,1,SNGLB,F
WELSH CORGI CAR,WELSH CORGI CAR,0,SNGLNIP,M
WELSH CORGI CAR,WELSH CORGI CAR,0,SNGLNIP,M
WELSH CORGI CAR,WELSH CORGI CAR,0,SNGLNIP,S
WELSH CORGI CAR,WELSH CORGI CAR,1,SNGLB,M
WELSH CORGI CAR,WELSH CORGI CAR,1,SNGLB,M
WELSH CORGI CAR,WELSH CORGI CAR,1,SNGLB,N
WELSH CORGI CAR,WELSH CORGI CAR,1,SNGLB,U
WELSH CORGI CAR,WELSH CORGI CAR,1,SNGLB,N
WELSH CORGI CAR,WELSH CORGI CAR,2,PROLONGB,S
WELSH CORGI CAR,WELSH CORGI CAR,2,PROLONGB,U
WELSH CORGI PEM,WELSH CORGI PEM,0,SNGLNIP,F
WELSH CORGI PEM,WELSH CORGI PEM,0,SNGLNIP,F
WELSH CORGI PEM,WELSH CORGI PEM,0,SNGLNIP,N
WELSH CORGI PEM,WELSH CORGI PEM,1,SNGLB,S
WELSH CORGI PEM,WELSH CORGI PEM,1,SNGLB,S
WELSH CORGI PEM,WELSH CORGI PEM,1,SNGLB,N
WELSH TERRIER,WELSH TERRIER,0,SNGLNIP,N
WELSH TERRIER,WELSH TERRIER,1,SNGLB,S
WELSH TERRIER,WELSH TERRIER,2,PROLONGB,S
WELSH TERRIER,WELSH TERRIER,2,PROLONGB,S
WEST HIGHLAND,WEST HIGHLAND,0,SNGLNIP,M
WEST HIGHLAND,WEST HIGHLAND,0,SNGLNIP,M
WEST HIGHLAND,WEST HIGHLAND,1,SNGLB,N
WEST HIGHLAND,WEST HIGHLAND,1,SNGLB,N
WH PT GRIFFON,WH PT GRIFFON,1,SNGLB,U
YORKSHIRE TERR,YORKSHIRE TERR,0,SNGLNIP,F
YORKSHIRE TERR,YORKSHIRE TERR,0,SNGLNIP,M
YORKSHIRE TERR,YORKSHIRE TERR,0,SNGLNIP,N
YORKSHIRE TERR,YORKSHIRE TERR,0,SNGLNIP,N
YORKSHIRE TERR,YORKSHIRE TERR,0,SNGLNIP,S
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,F
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,M
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,M
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,N
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,N
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,N
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,S
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,U
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,U
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,U
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,S
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,N
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,S
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,U
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,M
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,N
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,N
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,M
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,F
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,N
YORKSHIRE TERR,YORKSHIRE TERR,1,SNGLB,N
YORKSHIRE TERR,YORKSHIRE TERR,2,PROLONGB,N
YORKSHIRE TERR,YORKSHIRE TERR,2,PROLONGB,M
YORKSHIRE TERR,YORKSHIRE TERR,3,MULTIB,U
YORKSHIRE TERR,YORKSHIRE TERR,9,UNKNOWN,N
YORKSHIRE TERR,YORKSHIRE TERR,9,UNKNOWN,U
YORKSHIRE TERR,YORKSHIRE TERR,9,UNKNOWN,U
